name,set,series,release_date,rarity,supertype,subtypes,types,hp,artist,market_price_usd
Special Delivery Pikachu,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Lightning,60,The Pokémon Company Art Team,414.17
Cottonee,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Psychic,60,Mizue,0.06
Morpeko V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Lightning,170,5ban Graphics,1.14
Gothita,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Psychic,60,Mizue,0.08
Morpeko VMAX,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo VMAX,Pokémon,VMAX,Lightning,300,5ban Graphics,3.75
Gothorita,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Psychic,80,sowsow,0.31
Whimsicott,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Psychic,90,Naoyo Kimura,0.33
Clefable,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 1,Psychic,110,miki kudo,1.62
Gothitelle,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 2,Psychic,140,Eri Yamaki,0.45
Dedenne,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Psychic,70,Yuka Morii,0.64
Natu,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Psychic,60,Naoyo Kimura,0.33
Galarian Ponyta,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Psychic,70,Saya Tsuruta,0.28
Golett,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Psychic,90,Ryuta Fuse,0.11
Xatu,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Psychic,120,so-taro,0.4
Galarian Rapidash,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Psychic,100,You Iribi,1.51
Xerneas,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Basic,Psychic,130,Kagemaru Himeno,0.53
Golurk,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Psychic,150,Anesaki Dynamic,0.06
Gastly,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Psychic,60,Taira Akitsu,0.15
Diancie,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Basic,Psychic,90,Sanosuke Sakuma,0.18
Galarian Corsola,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Psychic,80,Mitsuhiro Arita,0.36
Galarian Cursola,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 1,Psychic,100,Kagemaru Himeno,0.62
Dedenne,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Basic,Psychic,70,Shibuzoh.,0.57
Haunter,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Psychic,70,HYOGONOSUKE,0.2
Gengar,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 2,Psychic,110,Eri Yamaki,13.87
Milcery,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Psychic,50,Kouki Saitou,0.3
Morelull,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Psychic,60,Suwama Chiaki,0.14
Sigilyph,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Basic,Psychic,110,Naoyo Kimura,0.48
Wobbuffet V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Psychic,220,Ayaka Yoshida,1.29
Alcremie,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Psychic,90,Kagemaru Himeno,0.29
Sandygast,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Psychic,80,Yuka Morii,0.3
Munna,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Psychic,70,Asako Ito,0.34
Palossand,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Psychic,140,Hasuno,0.08
Shiinotic,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Psychic,110,Misa Tsutsui,0.29
Zacian,Vivid Voltage,Sword & Shield,2020/11/13,Amazing Rare,Pokémon,Basic,Psychic,110,Shin Nagasawa,5.49
Wooper,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fighting,70,Mina Nakai,0.35
Hatenna,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Psychic,60,Mina Nakai,0.34
Musharna,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Psychic,120,MAHOU,0.44
Mimikyu,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Basic,Psychic,70,Ryota Murayama,0.39
Quagsire,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Fighting,120,otumami,0.35
Hattrem,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Psychic,80,kirisAki,0.14
Sinistea,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Psychic,30,Saya Tsuruta,0.31
Polteageist,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Psychic,60,Shin Nagasawa,0.26
Hatterene,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 2,Psychic,150,Kagemaru Himeno,0.48
Shuckle,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Basic,Fighting,70,Mizue,0.15
Sinistea,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Psychic,30,Kouki Saitou,0.08
Phanpy,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fighting,70,Shibuzoh.,0.39
Indeedee V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Psychic,180,5ban Graphics,1.08
Polteageist,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Psychic,60,kirisAki,0.05
Milcery,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Psychic,50,Mina Nakai,0.23
Donphan,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Fighting,150,Hasegawa Saki,0.37
Diglett,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Fighting,50,Hideki Ishikawa,0.37
Hitmontop,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Basic,Fighting,90,Sanosuke Sakuma,0.09
Alcremie,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Psychic,110,Mizue,0.94
Diglett,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,60,Hasegawa Saki,0.21
Dugtrio,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Fighting,90,Yukiko Baba,0.34
Larvitar,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Fighting,70,Sanosuke Sakuma,0.06
Dugtrio,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Fighting,90,Kyoko Umemoto,0.56
Indeedee,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Basic,Psychic,100,Mizue,0.07
Regirock,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Basic,Fighting,130,nagimiso,0.24
Dreepy,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Psychic,60,Akira Komayama,0.36
Drakloak,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Psychic,90,Kouki Saitou,0.35
Riolu,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fighting,70,ryoma uratsuka,0.09
Pupitar,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Fighting,80,Sekio,0.27
Hitmonlee,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Basic,Fighting,120,Shigenori Negishi,0.24
Dragapult,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 2,Psychic,150,Shin Nagasawa,0.61
Tyranitar,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Stage 2,Fighting,180,nagimiso,0.65
Drilbur,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fighting,70,Yuka Morii,0.36
Dragapult V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Psychic,210,aky CG Works,1.69
Hitmonchan,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Basic,Fighting,120,Shigenori Negishi,1.09
Terrakion,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Basic,Fighting,140,NC Empire,0.23
Rhyhorn,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,100,Sekio,0.29
Trapinch,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Fighting,60,Asako Ito,0.65
Dragapult VMAX,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo VMAX,Pokémon,VMAX,Psychic,320,aky CG Works,4.37
Zygarde,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Basic,Fighting,150,Ryuta Fuse,0.37
Vibrava,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Fighting,80,Sumiyoshi Kizuki,0.05
Galarian Farfetch'd,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fighting,80,Akira Komayama,0.33
Rhyhorn,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,90,sui,0.28
Rhydon,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Fighting,120,KEIICHIRO ITO,0.44
Rockruff,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fighting,70,Eri Yamaki,0.09
Galarian Sirfetch'd,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 1,Fighting,130,You Iribi,0.72
Rhyperior,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 2,Fighting,190,Satoshi Shirai,0.36
Flygon,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 2,Fighting,150,hatachu,0.54
Solrock,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Basic,Fighting,90,Miki Tanaka,0.07
Sudowoodo,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Basic,Fighting,100,Yukiko Baba,0.19
Nosepass,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fighting,80,Miki Tanaka,0.24
Lycanroc,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Fighting,120,Anesaki Dynamic,0.38
Meditite,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fighting,70,Yukiko Baba,0.05
Mudbray,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fighting,80,Naoyo Kimura,0.04
Medicham,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Fighting,110,Suwama Chiaki,0.05
Hippopotas,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Fighting,100,Shin Nagasawa,0.04
Baltoy,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,70,Uta,0.27
Mudsdale,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Fighting,140,tetsuya koizumi,0.25
Barboach,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fighting,70,Atsuko Nishida,0.26
Hippowdon,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Fighting,150,KEIICHIRO ITO,0.41
Baltoy,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,60,Miki Tanaka,0.21
Claydol,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Fighting,120,Tomokazu Komiya,0.35
Rhyperior V,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo V,Pokémon,"Basic, V",Fighting,230,Eske Yoshinob,0.76
Whiscash,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Fighting,140,kawayoo,0.47
Coalossal V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Fighting,220,5ban Graphics,0.66
Regirock V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Fighting,220,PLANETA Tsuji,1.09
Diggersby,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Fighting,130,0313,0.2
Passimian,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Fighting,110,SATOSHI NAKAI,0.05
Mudbray,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,80,Shibuzoh.,0.19
Galarian Yamask,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fighting,70,Akira Komayama,0.09
Coalossal VMAX,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo VMAX,Pokémon,VMAX,Fighting,330,5ban Graphics,1.58
Galarian Runerigus,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Fighting,100,TOKIYA,0.54
Binacle,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fighting,80,Saya Tsuruta,0.25
Clobbopus,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Fighting,80,Misa Tsutsui,0.05
Mudsdale,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Fighting,150,Masakazu Fukuda,0.44
Galarian Sirfetch'd,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Fighting,130,Ryota Murayama,0.27
Barbaracle,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Fighting,120,Anesaki Dynamic,0.23
Galarian Slowbro V,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo V,Pokémon,"Basic, V",Darkness,210,5ban Graphics,1.28
Silicobra,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,80,Misa Tsutsui,0.1
Rolycoly,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Fighting,70,Misa Tsutsui,0.08
Grapploct,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Fighting,130,Hitoshi Ariga,0.36
Zamazenta,Vivid Voltage,Sword & Shield,2020/11/13,Amazing Rare,Pokémon,Basic,Fighting,110,aky CG Works,4.13
Silicobra,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,70,Hitoshi Ariga,0.11
Grimer,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Darkness,80,Ryota Murayama,0.06
Carkol,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Fighting,100,Mitsuhiro Arita,0.1
Poochyena,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Darkness,70,ryoma uratsuka,0.16
Sandaconda,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Fighting,140,Kouki Saitou,0.3
Muk,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Darkness,140,Eri Yamaki,0.07
Mightyena,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Darkness,110,Aya Kusube,0.06
Coalossal,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 2,Fighting,160,Shin Nagasawa,0.94
Sandaconda,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 1,Fighting,130,nagimiso,0.12
Sandaconda V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Fighting,220,aky CG Works,0.86
Spinarak,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Darkness,60,Kyoko Umemoto,0.1
Sableye,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Basic,Darkness,70,KEIICHIRO ITO,0.09
Drapion V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Darkness,210,Eske Yoshinob,0.53
Ariados,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Darkness,110,Shin Nagasawa,0.21
Falinks,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Basic,Fighting,90,Misa Tsutsui,0.35
Clobbopus,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,60,Mina Nakai,0.08
Falinks V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Fighting,160,aky CG Works,0.99
Clobbopus,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Fighting,80,Akira Komayama,0.12
Stonjourner,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Basic,Fighting,140,Kouki Saitou,0.31
Sandile,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Darkness,70,Pani Kobayashi,0.04
Crobat V,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo V,Pokémon,"Basic, V",Darkness,180,PLANETA Mochizuki,0.83
Koffing,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Darkness,70,Kyoko Umemoto,0.08
Krokorok,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Darkness,90,sowsow,0.26
Krookodile,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 2,Darkness,150,Ryuta Fuse,0.12
Galarian Weezing,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 1,Darkness,130,Mitsuhiro Arita,0.82
Darkrai,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Basic,Darkness,120,nagimiso,0.4
Grapploct,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Fighting,130,Shin Nagasawa,0.34
Stunky,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Darkness,70,Shigenori Negishi,0.15
Trubbish,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Darkness,70,Kyoko Umemoto,0.3
Stonjourner,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Basic,Fighting,120,Shin Nagasawa,0.2
Stonjourner V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Fighting,220,5ban Graphics,0.87
Skuntank,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Darkness,120,sowsow,0.42
Purrloin,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Darkness,70,sowsow,0.04
Garbodor,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Darkness,120,Hasuno,0.22
Spiritomb,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Basic,Darkness,60,Tomokazu Komiya,1.41
Galarian Meowth,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Metal,70,Kouki Saitou,0.31
Liepard,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Darkness,100,Hasuno,0.39
Deino,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Darkness,60,Masakazu Fukuda,0.04
Trubbish,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Darkness,60,HYOGONOSUKE,0.18
Stonjourner VMAX,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo VMAX,Pokémon,VMAX,Fighting,330,5ban Graphics,1.76
Galarian Perrserker,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Metal,120,Shin Nagasawa,0.07
Garbodor,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Darkness,120,AKIRA EGAWA,0.84
Zweilous,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Darkness,100,tetsuya koizumi,0.05
Forretress,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Metal,120,Atsuko Nishida,0.27
Galarian Zigzagoon,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Darkness,70,kirisAki,0.08
Galarian Linoone,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Darkness,100,nagimiso,0.17
Vullaby,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Darkness,60,Shibuzoh.,0.24
Steelix V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Metal,250,Satoshi Shirai,0.91
Hydreigon,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 2,Darkness,160,kawayoo,0.18
Mandibuzz,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Darkness,120,kodama,0.14
Hoopa,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Basic,Darkness,120,so-taro,0.32
Beldum,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Metal,70,Aya Kusube,0.08
Nickit,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Darkness,70,Misa Tsutsui,0.11
Metang,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Metal,100,Kazuma Koda,0.23
Galarian Obstagoon,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 2,Darkness,160,Kouki Saitou,0.26
Malamar V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Darkness,210,Eske Yoshinob,1.02
Metagross,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 2,Metal,170,kawayoo,0.18
Malamar VMAX,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo VMAX,Pokémon,VMAX,Darkness,310,5ban Graphics,2.29
