set,series,rarity,subtypes,types,hp,artist,market_price_usd,log_market_price,release_year
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Fighting,130,Ryota Murayama,0.27,0.23901690047049992,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Fighting,120,Anesaki Dynamic,0.23,0.20701416938432615,2020
Darkness Ablaze,Sword & Shield,Rare Holo V,"Basic, V",Darkness,210,5ban Graphics,1.28,0.8241754429663495,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,80,Misa Tsutsui,0.1,0.09531017980432487,2020
Rebel Clash,Sword & Shield,Common,Basic,Fighting,70,Misa Tsutsui,0.08,0.07696104113612832,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Fighting,130,Hitoshi Ariga,0.36,0.3074846997479606,2020
Vivid Voltage,Sword & Shield,Amazing Rare,Basic,Fighting,110,aky CG Works,4.13,1.635105659182678,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,70,Hitoshi Ariga,0.11,0.10436001532424277,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Darkness,80,Ryota Murayama,0.06,0.058268908123975775,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Fighting,100,Mitsuhiro Arita,0.1,0.09531017980432487,2020
Vivid Voltage,Sword & Shield,Common,Basic,Darkness,70,ryoma uratsuka,0.16,0.14842000511827327,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Fighting,140,Kouki Saitou,0.3,0.26236426446749106,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Darkness,140,Eri Yamaki,0.07,0.06765864847381481,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Darkness,110,Aya Kusube,0.06,0.058268908123975775,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 2,Fighting,160,Shin Nagasawa,0.94,0.6626879730752367,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 1,Fighting,130,nagimiso,0.12,0.11332868530700317,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Fighting,220,aky CG Works,0.86,0.6205764877251099,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Darkness,60,Kyoko Umemoto,0.1,0.09531017980432487,2020
Vivid Voltage,Sword & Shield,Uncommon,Basic,Darkness,70,KEIICHIRO ITO,0.09,0.08617769624105233,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Darkness,210,Eske Yoshinob,0.53,0.4252677354043441,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Darkness,110,Shin Nagasawa,0.21,0.1906203596086497,2020
Rebel Clash,Sword & Shield,Uncommon,Basic,Fighting,90,Misa Tsutsui,0.35,0.30010459245033805,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,60,Mina Nakai,0.08,0.07696104113612832,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Fighting,160,aky CG Works,0.99,0.688134638736401,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,80,Akira Komayama,0.12,0.11332868530700317,2020
Rebel Clash,Sword & Shield,Rare Holo,Basic,Fighting,140,Kouki Saitou,0.31,0.27002713721306015,2020
Vivid Voltage,Sword & Shield,Common,Basic,Darkness,70,Pani Kobayashi,0.04,0.039220713153281295,2020
Darkness Ablaze,Sword & Shield,Rare Holo V,"Basic, V",Darkness,180,PLANETA Mochizuki,0.83,0.6043159668533296,2020
Rebel Clash,Sword & Shield,Common,Basic,Darkness,70,Kyoko Umemoto,0.08,0.07696104113612832,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Darkness,90,sowsow,0.26,0.23111172096338664,2020
Vivid Voltage,Sword & Shield,Rare,Stage 2,Darkness,150,Ryuta Fuse,0.12,0.11332868530700317,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 1,Darkness,130,Mitsuhiro Arita,0.82,0.598836501088704,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Basic,Darkness,120,nagimiso,0.4,0.33647223662121295,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Fighting,130,Shin Nagasawa,0.34,0.29266961396282,2020
Rebel Clash,Sword & Shield,Common,Basic,Darkness,70,Shigenori Negishi,0.15,0.13976194237515868,2020
Vivid Voltage,Sword & Shield,Common,Basic,Darkness,70,Kyoko Umemoto,0.3,0.26236426446749106,2020
Sword & Shield,Sword & Shield,Rare,Basic,Fighting,120,Shin Nagasawa,0.2,0.18232155679395462,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Fighting,220,5ban Graphics,0.87,0.6259384308664953,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Darkness,120,sowsow,0.42,0.35065687161316933,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Darkness,70,sowsow,0.04,0.039220713153281295,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Darkness,120,Hasuno,0.22,0.1988508587451652,2020
Rebel Clash,Sword & Shield,Rare,Basic,Darkness,60,Tomokazu Komiya,1.41,0.8796267475025636,2020
Vivid Voltage,Sword & Shield,Common,Basic,Metal,70,Kouki Saitou,0.31,0.27002713721306015,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Darkness,100,Hasuno,0.39,0.3293037471426004,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Darkness,60,Masakazu Fukuda,0.04,0.039220713153281295,2020
Rebel Clash,Sword & Shield,Common,Basic,Darkness,60,HYOGONOSUKE,0.18,0.16551443847757338,2020
Sword & Shield,Sword & Shield,Rare Holo VMAX,VMAX,Fighting,330,5ban Graphics,1.76,1.0152306797290587,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Metal,120,Shin Nagasawa,0.07,0.06765864847381481,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Darkness,120,AKIRA EGAWA,0.84,0.6097655716208943,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Darkness,100,tetsuya koizumi,0.05,0.04879016416943201,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Metal,120,Atsuko Nishida,0.27,0.23901690047049992,2020
Sword & Shield,Sword & Shield,Common,Basic,Darkness,70,kirisAki,0.08,0.07696104113612832,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Darkness,100,nagimiso,0.17,0.15700374880966475,2020
Rebel Clash,Sword & Shield,Common,Basic,Darkness,60,Shibuzoh.,0.24,0.2151113796169455,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Metal,250,Satoshi Shirai,0.91,0.6471032420585385,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 2,Darkness,160,kawayoo,0.18,0.16551443847757338,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Darkness,120,kodama,0.14,0.1310282624064041,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Basic,Darkness,120,so-taro,0.32,0.2776317365982795,2020
Vivid Voltage,Sword & Shield,Common,Basic,Metal,70,Aya Kusube,0.08,0.07696104113612832,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Darkness,70,Misa Tsutsui,0.11,0.10436001532424277,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Metal,100,Kazuma Koda,0.23,0.20701416938432615,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 2,Darkness,160,Kouki Saitou,0.26,0.23111172096338664,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Darkness,210,Eske Yoshinob,1.02,0.7030975114131134,2020
Vivid Voltage,Sword & Shield,Rare,Stage 2,Metal,170,kawayoo,0.18,0.16551443847757338,2020
Rebel Clash,Sword & Shield,Rare Holo VMAX,VMAX,Darkness,310,5ban Graphics,2.29,1.1908875647772805,2020
